"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"INDIA","DAMAN AND DIU",NA,"INDIA, DAMAN AND DIU","IND",70077,"IN-DH",NA,"2020-01-01","2020-12-31",2020,71,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ORISSA",NA,"INDIA, ORISSA","IND",1504,"IN-OR",NA,"2020-01-01","2020-12-31",2020,496,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","SIKKIM",NA,"INDIA, SIKKIM","IND",1507,"IN-SK",NA,"2020-01-01","2020-12-31",2020,11,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ASSAM",NA,"INDIA, ASSAM","IND",1487,"IN-AS",NA,"2020-01-01","2020-12-31",2020,33,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MADHYA PRADESH",NA,"INDIA, MADHYA PRADESH","IND",70079,"IN-MP",NA,"2020-01-01","2020-12-31",2020,806,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTARAKHAND",NA,"INDIA, UTTARAKHAND","IND",70082,"IN-UT",NA,"2020-01-01","2020-12-31",2020,76,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","BIHAR",NA,"INDIA, BIHAR","IND",70073,"IN-BR",NA,"2020-01-01","2020-12-31",2020,493,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MANIPUR",NA,"INDIA, MANIPUR","IND",1500,"IN-MN",NA,"2020-01-01","2020-12-31",2020,37,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDHRA PRADESH",NA,"INDIA, ANDHRA PRADESH","IND",1485,"IN-AP",NA,"2020-01-01","2020-12-31",2020,925,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MIZORAM",NA,"INDIA, MIZORAM","IND",1502,"IN-MZ",NA,"2020-01-01","2020-12-31",2020,67,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTAR PRADESH",NA,"INDIA, UTTAR PRADESH","IND",70081,"IN-UP",NA,"2020-01-01","2020-12-31",2020,3715,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHANDIGARH",NA,"INDIA, CHANDIGARH","IND",70074,"IN-CH",NA,"2020-01-01","2020-12-31",2020,265,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HIMACHAL PRADESH",NA,"INDIA, HIMACHAL PRADESH","IND",1493,"IN-HP",NA,"2020-01-01","2020-12-31",2020,21,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KERALA",NA,"INDIA, KERALA","IND",1495,"IN-KL",NA,"2020-01-01","2020-12-31",2020,4399,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHHATTISGARH",NA,"INDIA, CHHATTISGARH","IND",70075,"IN-CT",NA,"2020-01-01","2020-12-31",2020,57,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","RAJASTHAN",NA,"INDIA, RAJASTHAN","IND",1506,"IN-RJ",NA,"2020-01-01","2020-12-31",2020,2023,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","J & K",NA,"INDIA, J & K","IND",40427,"IN-JK",NA,"2020-01-01","2020-12-31",2020,53,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KARNATAKA",NA,"INDIA, KARNATAKA","IND",1494,"IN-KA",NA,"2020-01-01","2020-12-31",2020,3823,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MAHARASHTRA",NA,"INDIA, MAHARASHTRA","IND",1498,"IN-MH",NA,"2020-01-01","2020-12-31",2020,3356,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DELHI",NA,"INDIA, DELHI","IND",1489,"IN-DL",NA,"2021-01-01","2021-12-31",2021,13089,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUDUCHERRY",NA,"INDIA, PUDUCHERRY","IND",70080,"IN-PY",NA,"2021-01-01","2021-12-31",2021,1625,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HARYANA",NA,"INDIA, HARYANA","IND",1492,"IN-HR",NA,"2021-01-01","2021-12-31",2021,11835,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","NAGALAND",NA,"INDIA, NAGALAND","IND",1503,"IN-NL",NA,"2021-01-01","2021-12-31",2021,24,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","SIKKIM",NA,"INDIA, SIKKIM","IND",1507,"IN-SK",NA,"2021-01-01","2021-12-31",2021,243,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TAMIL NADU",NA,"INDIA, TAMIL NADU","IND",1508,"IN-TN",NA,"2021-01-01","2021-12-31",2021,6039,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TELANGANA",NA,"INDIA, TELANGANA","IND",1485,"IN-AP",NA,"2021-01-01","2021-12-31",2021,7135,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GUJARAT",NA,"INDIA, GUJARAT","IND",1491,"IN-GJ",NA,"2021-01-01","2021-12-31",2021,10983,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ORISSA",NA,"INDIA, ORISSA","IND",1504,"IN-OR",NA,"2021-01-01","2021-12-31",2021,7548,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GOA",NA,"INDIA, GOA","IND",1490,"IN-GA",NA,"2021-01-01","2021-12-31",2021,649,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","JHARKHAND",NA,"INDIA, JHARKHAND","IND",70078,"IN-JH",NA,"2021-01-01","2021-12-31",2021,220,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTARAKHAND",NA,"INDIA, UTTARAKHAND","IND",70082,"IN-UT",NA,"2021-01-01","2021-12-31",2021,738,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ASSAM",NA,"INDIA, ASSAM","IND",1487,"IN-AS",NA,"2021-01-01","2021-12-31",2021,103,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDHRA PRADESH",NA,"INDIA, ANDHRA PRADESH","IND",1485,"IN-AP",NA,"2021-01-01","2021-12-31",2021,4760,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TRIPURA",NA,"INDIA, TRIPURA","IND",1509,"IN-TR",NA,"2021-01-01","2021-12-31",2021,349,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUNJAB",NA,"INDIA, PUNJAB","IND",1505,"IN-PB",NA,"2021-01-01","2021-12-31",2021,23389,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHHATTISGARH",NA,"INDIA, CHHATTISGARH","IND",70075,"IN-CT",NA,"2021-01-01","2021-12-31",2021,1086,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDAMAN AND NICOBAR",NA,"INDIA, ANDAMAN AND NICOBAR","IND",1484,"IN-AN",NA,"2021-01-01","2021-12-31",2021,175,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MADHYA PRADESH",NA,"INDIA, MADHYA PRADESH","IND",70079,"IN-MP",NA,"2021-01-01","2021-12-31",2021,15592,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHANDIGARH",NA,"INDIA, CHANDIGARH","IND",70074,"IN-CH",NA,"2021-01-01","2021-12-31",2021,1596,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KERALA",NA,"INDIA, KERALA","IND",1495,"IN-KL",NA,"2021-01-01","2021-12-31",2021,3251,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","RAJASTHAN",NA,"INDIA, RAJASTHAN","IND",1506,"IN-RJ",NA,"2021-01-01","2021-12-31",2021,20749,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ARUNACHAL PRADESH",NA,"INDIA, ARUNACHAL PRADESH","IND",70072,"IN-AR",NA,"2021-01-01","2021-12-31",2021,7,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DADRA AND NAGAR HAVELI",NA,"INDIA, DADRA AND NAGAR HAVELI","IND",70076,"IN-DH",NA,"2021-01-01","2021-12-31",2021,547,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","BIHAR",NA,"INDIA, BIHAR","IND",70073,"IN-BR",NA,"2021-01-01","2021-12-31",2021,633,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTAR PRADESH",NA,"INDIA, UTTAR PRADESH","IND",70081,"IN-UP",NA,"2021-01-01","2021-12-31",2021,29750,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MEGHALAYA",NA,"INDIA, MEGHALAYA","IND",1501,"IN-ML",NA,"2021-01-01","2021-12-31",2021,129,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DAMAN AND DIU",NA,"INDIA, DAMAN AND DIU","IND",70077,"IN-DH",NA,"2021-01-01","2021-12-31",2021,279,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MANIPUR",NA,"INDIA, MANIPUR","IND",1500,"IN-MN",NA,"2021-01-01","2021-12-31",2021,203,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","J & K",NA,"INDIA, J & K","IND",40427,"IN-JK",NA,"2021-01-01","2021-12-31",2021,1709,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","LAKSHADWEEP",NA,"INDIA, LAKSHADWEEP","IND",1496,"IN-LD",NA,"2021-01-01","2021-12-31",2021,1,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MIZORAM",NA,"INDIA, MIZORAM","IND",1502,"IN-MZ",NA,"2021-01-01","2021-12-31",2021,83,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","WEST BENGAL",NA,"INDIA, WEST BENGAL","IND",1511,"IN-WB",NA,"2021-01-01","2021-12-31",2021,8264,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MAHARASHTRA",NA,"INDIA, MAHARASHTRA","IND",1498,"IN-MH",NA,"2021-01-01","2021-12-31",2021,12720,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HIMACHAL PRADESH",NA,"INDIA, HIMACHAL PRADESH","IND",1493,"IN-HP",NA,"2021-01-01","2021-12-31",2021,349,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KARNATAKA",NA,"INDIA, KARNATAKA","IND",1494,"IN-KA",NA,"2021-01-01","2021-12-31",2021,7393,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HIMACHAL PRADESH",NA,"INDIA, HIMACHAL PRADESH","IND",1493,"IN-HP",NA,"2022-01-01","2022-12-31",2022,3326,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","DAMAN AND DIU",NA,"INDIA, DAMAN AND DIU","IND",70077,"IN-DH",NA,"2022-01-01","2022-12-31",2022,228,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","GUJARAT",NA,"INDIA, GUJARAT","IND",1491,"IN-GJ",NA,"2022-01-01","2022-12-31",2022,6682,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","TAMIL NADU",NA,"INDIA, TAMIL NADU","IND",1508,"IN-TN",NA,"2022-01-01","2022-12-31",2022,6430,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","NAGALAND",NA,"INDIA, NAGALAND","IND",1503,"IN-NL",NA,"2022-01-01","2022-12-31",2022,154,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","DADRA AND NAGAR HAVELI",NA,"INDIA, DADRA AND NAGAR HAVELI","IND",70076,"IN-DH",NA,"2022-01-01","2022-12-31",2022,685,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","DELHI",NA,"INDIA, DELHI","IND",1489,"IN-DL",NA,"2022-01-01","2022-12-31",2022,10183,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","ORISSA",NA,"INDIA, ORISSA","IND",1504,"IN-OR",NA,"2022-01-01","2022-12-31",2022,7063,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","TELANGANA",NA,"INDIA, TELANGANA","IND",1485,"IN-AP",NA,"2022-01-01","2022-12-31",2022,8972,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","GOA",NA,"INDIA, GOA","IND",1490,"IN-GA",NA,"2022-01-01","2022-12-31",2022,443,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","MANIPUR",NA,"INDIA, MANIPUR","IND",1500,"IN-MN",NA,"2022-01-01","2022-12-31",2022,503,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","TRIPURA",NA,"INDIA, TRIPURA","IND",1509,"IN-TR",NA,"2022-01-01","2022-12-31",2022,56,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","PUDUCHERRY",NA,"INDIA, PUDUCHERRY","IND",70080,"IN-PY",NA,"2022-01-01","2022-12-31",2022,1673,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","WEST BENGAL",NA,"INDIA, WEST BENGAL","IND",1511,"IN-WB",NA,"2022-01-01","2022-12-31",2022,67271,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","LAKSHADWEEP",NA,"INDIA, LAKSHADWEEP","IND",1496,"IN-LD",NA,"2022-01-01","2022-12-31",2022,67,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","MADHYA PRADESH",NA,"INDIA, MADHYA PRADESH","IND",70079,"IN-MP",NA,"2022-01-01","2022-12-31",2022,3318,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","HARYANA",NA,"INDIA, HARYANA","IND",1492,"IN-HR",NA,"2022-01-01","2022-12-31",2022,8996,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","JHARKHAND",NA,"INDIA, JHARKHAND","IND",70078,"IN-JH",NA,"2022-01-01","2022-12-31",2022,290,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","KARNATAKA",NA,"INDIA, KARNATAKA","IND",1494,"IN-KA",NA,"2022-01-01","2022-12-31",2022,9889,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","SIKKIM",NA,"INDIA, SIKKIM","IND",1507,"IN-SK",NA,"2022-01-01","2022-12-31",2022,264,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","RAJASTHAN",NA,"INDIA, RAJASTHAN","IND",1506,"IN-RJ",NA,"2022-01-01","2022-12-31",2022,13491,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","MAHARASHTRA",NA,"INDIA, MAHARASHTRA","IND",1498,"IN-MH",NA,"2022-01-01","2022-12-31",2022,8578,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","UTTARAKHAND",NA,"INDIA, UTTARAKHAND","IND",70082,"IN-UT",NA,"2022-01-01","2022-12-31",2022,2337,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","PUNJAB",NA,"INDIA, PUNJAB","IND",1505,"IN-PB",NA,"2022-01-01","2022-12-31",2022,11030,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","CHANDIGARH",NA,"INDIA, CHANDIGARH","IND",70074,"IN-CH",NA,"2022-01-01","2022-12-31",2022,910,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","MIZORAM",NA,"INDIA, MIZORAM","IND",1502,"IN-MZ",NA,"2022-01-01","2022-12-31",2022,1868,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","ANDAMAN AND NICOBAR",NA,"INDIA, ANDAMAN AND NICOBAR","IND",1484,"IN-AN",NA,"2022-01-01","2022-12-31",2022,1014,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","J & K",NA,"INDIA, J & K","IND",40427,"IN-JK",NA,"2022-01-01","2022-12-31",2022,8269,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","ASSAM",NA,"INDIA, ASSAM","IND",1487,"IN-AS",NA,"2022-01-01","2022-12-31",2022,1826,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","MEGHALAYA",NA,"INDIA, MEGHALAYA","IND",1501,"IN-ML",NA,"2022-01-01","2022-12-31",2022,26,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","KERALA",NA,"INDIA, KERALA","IND",1495,"IN-KL",NA,"2022-01-01","2022-12-31",2022,4432,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","ARUNACHAL PRADESH",NA,"INDIA, ARUNACHAL PRADESH","IND",70072,"IN-AR",NA,"2022-01-01","2022-12-31",2022,114,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","ANDHRA PRADESH",NA,"INDIA, ANDHRA PRADESH","IND",1485,"IN-AP",NA,"2022-01-01","2022-12-31",2022,6391,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","BIHAR",NA,"INDIA, BIHAR","IND",70073,"IN-BR",NA,"2022-01-01","2022-12-31",2022,13972,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","CHHATTISGARH",NA,"INDIA, CHHATTISGARH","IND",70075,"IN-CT",NA,"2022-01-01","2022-12-31",2022,2679,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
"INDIA","UTTAR PRADESH",NA,"INDIA, UTTAR PRADESH","IND",70081,"IN-UP",NA,"2022-01-01","2022-12-31",2022,19821,"Total","Admin1","Year","MOH-IND-2022-Y01-01"
